January - December 2018 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 128 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
WA-055,"San Juan County",Washington,51.7,122,1.9,49.7
WA-057,"Skagit County",Washington,46.9,114,1.7,45.1
WA-059,"Skamania County",Washington,46.7,119,2.2,44.5
WA-061,"Snohomish County",Washington,47.3,114,1.6,45.7
WA-063,"Spokane County",Washington,48,119,2.1,45.9
WA-065,"Stevens County",Washington,45.8,111,1.7,44.1
WA-067,"Thurston County",Washington,51.7,113,1.4,50.3
WA-069,"Wahkiakum County",Washington,51.1,117,1.9,49.2
WA-071,"Walla Walla County",Washington,53.7,118,2.4,51.4
WA-073,"Whatcom County",Washington,45.6,119,2.1,43.5
WA-075,"Whitman County",Washington,49.9,113,1.9,47.9
WA-077,"Yakima County",Washington,47.8,118,2.3,45.5
WV-001,"Barbour County",West Virginia,53.2,120,2.5,50.7
WV-003,"Berkeley County",West Virginia,54.2,114,2.1,52.1
WV-005,"Boone County",West Virginia,55.7,113,1.7,54.1
WV-007,"Braxton County",West Virginia,55.1,116,2,53.1
WV-009,"Brooke County",West Virginia,51.9,99,1.2,50.7
WV-011,"Cabell County",West Virginia,56.4,116,1.9,54.5
WV-013,"Calhoun County",West Virginia,54.6,111,1.8,52.9
WV-015,"Clay County",West Virginia,55.1,109,1.6,53.5
WV-017,"Doddridge County",West Virginia,54.1,117,2,52.1
WV-019,"Fayette County",West Virginia,53.1,102,1.3,51.8
WV-021,"Gilmer County",West Virginia,54.9,116,2,52.8
WV-023,"Grant County",West Virginia,51.6,114,1.7,49.9
WV-025,"Greenbrier County",West Virginia,51,112,1.5,49.5
WV-027,"Hampshire County",West Virginia,53,111,1.4,51.6
WV-029,"Hancock County",West Virginia,51,83,0.6,50.4
WV-031,"Hardy County",West Virginia,52.4,112,1.5,50.9
WV-033,"Harrison County",West Virginia,54.2,120,2.4,51.8
WV-035,"Jackson County",West Virginia,55.3,112,1.7,53.5
WV-037,"Jefferson County",West Virginia,54.7,114,2.2,52.6
WV-039,"Kanawha County",West Virginia,55.9,110,1.6,54.3
WV-041,"Lewis County",West Virginia,55,121,2.6,52.3
WV-043,"Lincoln County",West Virginia,56.8,115,1.9,54.9
WV-045,"Logan County",West Virginia,56.4,116,1.7,54.7
WV-047,"McDowell County",West Virginia,54.5,108,1.4,53.1
WV-049,"Marion County",West Virginia,53.3,114,1.8,51.5
WV-051,"Marshall County",West Virginia,52.6,108,1.6,51
WV-053,"Mason County",West Virginia,55,102,1.2,53.8
WV-055,"Mercer County",West Virginia,52.2,88,0.8,51.4
WV-057,"Mineral County",West Virginia,52.8,95,1,51.8
WV-059,"Mingo County",West Virginia,56.9,112,1.7,55.2
WV-061,"Monongalia County",West Virginia,52.5,107,1.5,51
WV-063,"Monroe County",West Virginia,52.9,107,1.3,51.6
WV-065,"Morgan County",West Virginia,53.5,112,1.8,51.7
WV-067,"Nicholas County",West Virginia,52.7,112,1.7,50.9
WV-069,"Ohio County",West Virginia,52.2,108,1.6,50.6
WV-071,"Pendleton County",West Virginia,51,118,2,49
WV-073,"Pleasants County",West Virginia,54.1,117,1.9,52.2
WV-075,"Pocahontas County",West Virginia,48.4,112,1.6,46.8
WV-077,"Preston County",West Virginia,50.4,110,1.5,48.8
WV-079,"Putnam County",West Virginia,56.2,114,1.9,54.3
WV-081,"Raleigh County",West Virginia,52.8,103,1.4,51.4
WV-083,"Randolph County",West Virginia,49.4,118,2.3,47.1
WV-085,"Ritchie County",West Virginia,54.3,116,2,52.3
WV-087,"Roane County",West Virginia,55,109,1.6,53.3
WV-089,"Summers County",West Virginia,53.4,101,1.3,52.2
WV-091,"Taylor County",West Virginia,53.5,114,2,51.5
WV-093,"Tucker County",West Virginia,49.3,119,2.3,47
WV-095,"Tyler County",West Virginia,53.8,113,1.8,52
WV-097,"Upshur County",West Virginia,53.7,124,2.9,50.8
WV-099,"Wayne County",West Virginia,56.8,117,2,54.8
WV-101,"Webster County",West Virginia,51.2,110,1.6,49.6
WV-103,"Wetzel County",West Virginia,53,110,1.6,51.4
WV-105,"Wirt County",West Virginia,54.6,113,1.8,52.8
WV-107,"Wood County",West Virginia,54.7,114,1.9,52.9
WV-109,"Wyoming County",West Virginia,54.3,104,1.4,52.9
WI-001,"Adams County",Wisconsin,45,103,1.4,43.5
WI-003,"Ashland County",Wisconsin,39.5,72,0.5,39.1
WI-005,"Barron County",Wisconsin,41.3,68,0.2,41.1
WI-007,"Bayfield County",Wisconsin,39.9,87,0.8,39.1
WI-009,"Brown County",Wisconsin,45.1,109,2.1,43
WI-011,"Buffalo County",Wisconsin,45.2,95,1.2,44
WI-013,"Burnett County",Wisconsin,41.4,80,0.7,40.7
WI-015,"Calumet County",Wisconsin,45.4,107,1.8,43.5
WI-017,"Chippewa County",Wisconsin,42.2,68,0.3,41.9
WI-019,"Clark County",Wisconsin,42.8,100,1.3,41.5
WI-021,"Columbia County",Wisconsin,45.9,93,1.1,44.8
WI-023,"Crawford County",Wisconsin,46.5,89,0.8,45.7
WI-025,"Dane County",Wisconsin,46.5,90,1,45.5
WI-027,"Dodge County",Wisconsin,44.8,53,-0.1,45
WI-029,"Door County",Wisconsin,43.5,92,0.9,42.6
WI-031,"Douglas County",Wisconsin,39.8,80,0.7,39.1
WI-033,"Dunn County",Wisconsin,43.2,76,0.4,42.8
WI-035,"Eau Claire County",Wisconsin,43.5,87,1,42.5
WI-037,"Florence County",Wisconsin,40.1,98,1.2,38.9
WI-039,"Fond du Lac County",Wisconsin,45,88,0.8,44.2
WI-041,"Forest County",Wisconsin,39.3,79,0.6,38.7
WI-043,"Grant County",Wisconsin,46.7,81,0.5,46.3
WI-045,"Green County",Wisconsin,47.1,92,0.9,46.2
WI-047,"Green Lake County",Wisconsin,45.4,91,1,44.4
WI-049,"Iowa County",Wisconsin,46.3,92,0.9,45.3
WI-051,"Iron County",Wisconsin,38.7,68,0.2,38.5
WI-053,"Jackson County",Wisconsin,44.2,101,1.4,42.7
WI-055,"Jefferson County",Wisconsin,46.8,87,0.7,46.1
WI-057,"Juneau County",Wisconsin,44.7,96,1.1,43.5
WI-059,"Kenosha County",Wisconsin,47.8,86,0.6,47.1
WI-061,"Kewaunee County",Wisconsin,44.6,107,1.8,42.8
WI-063,"La Crosse County",Wisconsin,45.6,92,1,44.6
WI-065,"Lafayette County",Wisconsin,46.6,87,0.7,45.9
WI-067,"Langlade County",Wisconsin,40.5,92,1.1,39.4
WI-069,"Lincoln County",Wisconsin,40.8,87,0.9,39.9
WI-071,"Manitowoc County",Wisconsin,45.1,106,1.7,43.4
WI-073,"Marathon County",Wisconsin,42.3,97,1.2,41.1
WI-075,"Marinette County",Wisconsin,42.1,88,0.8,41.3
WI-077,"Marquette County",Wisconsin,45.6,101,1.4,44.3
WI-078,"Menominee County",Wisconsin,42.8,105,1.6,41.1
WI-079,"Milwaukee County",Wisconsin,47.3,92,0.9,46.3
WI-081,"Monroe County",Wisconsin,43.8,76,0.4,43.4
WI-083,"Oconto County",Wisconsin,43,100,1.2,41.8
WI-085,"Oneida County",Wisconsin,39.3,69,0.2,39.1
WI-087,"Outagamie County",Wisconsin,45.1,107,1.8,43.3
WI-089,"Ozaukee County",Wisconsin,46.1,94,1,45.1
WI-091,"Pepin County",Wisconsin,44.5,77,0.6,43.9
WI-093,"Pierce County",Wisconsin,43.1,52,-0.2,43.3
WI-095,"Polk County",Wisconsin,42,75,0.4,41.6
WI-097,"Portage County",Wisconsin,43.8,102,1.3,42.5
WI-099,"Price County",Wisconsin,39.6,74,0.5,39.1
WI-101,"Racine County",Wisconsin,47.3,81,0.5,46.7
WI-103,"Richland County",Wisconsin,46.1,93,1,45.1
WI-105,"Rock County",Wisconsin,47.2,79,0.5,46.7
WI-107,"Rusk County",Wisconsin,40.9,67,0.1,40.8
WI-109,"St. Croix County",Wisconsin,42.9,66,0.3,42.6
WI-111,"Sauk County",Wisconsin,46.1,98,1.4,44.7
WI-113,"Sawyer County",Wisconsin,39.9,81,0.8,39.2
WI-115,"Shawano County",Wisconsin,43.6,106,1.8,41.9
WI-117,"Sheboygan County",Wisconsin,45.4,99,1.2,44.1
WI-119,"Taylor County",Wisconsin,40.9,73,0.5,40.3
WI-121,"Trempealeau County",Wisconsin,45.1,101,1.5,43.6
WI-123,"Vernon County",Wisconsin,45,83,0.6,44.4
WI-125,"Vilas County",Wisconsin,38.5,68,0.2,38.3
WI-127,"Walworth County",Wisconsin,47,82,0.6,46.4
WI-129,"Washburn County",Wisconsin,40.5,76,0.5,40
WI-131,"Washington County",Wisconsin,45,78,0.5,44.5
WI-133,"Waukesha County",Wisconsin,46.5,89,0.9,45.6
WI-135,"Waupaca County",Wisconsin,44.4,101,1.4,43.1
WI-137,"Waushara County",Wisconsin,44.9,103,1.4,43.5
WI-139,"Winnebago County",Wisconsin,45.6,104,1.4,44.1
WI-141,"Wood County",Wisconsin,43.6,95,1.1,42.5
WY-001,"Albany County",Wyoming,41.8,114,2.4,39.4
WY-003,"Big Horn County",Wyoming,43,101,1.5,41.5
WY-005,"Campbell County",Wyoming,44,68,0.4,43.6
WY-007,"Carbon County",Wyoming,43.1,121,2.8,40.3
WY-009,"Converse County",Wyoming,44.7,91,1.1,43.6
WY-011,"Crook County",Wyoming,43,59,-0.1,43
WY-013,"Fremont County",Wyoming,41.3,101,1.6,39.8
WY-015,"Goshen County",Wyoming,47.6,102,1.7,45.9
WY-017,"Hot Springs County",Wyoming,43.1,85,0.8,42.3
WY-019,"Johnson County",Wyoming,43.3,83,0.7,42.6
WY-021,"Laramie County",Wyoming,46.4,110,2.1,44.3
WY-023,"Lincoln County",Wyoming,39.9,121,2.6,37.2
WY-025,"Natrona County",Wyoming,44.2,98,1.5,42.7
WY-027,"Niobrara County",Wyoming,45,69,0.2,44.8
WY-029,"Park County",Wyoming,39.2,104,1.7,37.5
WY-031,"Platte County",Wyoming,47.1,105,1.8,45.3
WY-033,"Sheridan County",Wyoming,42.4,76,0.7,41.7
WY-035,"Sublette County",Wyoming,37.1,121,2.4,34.7
WY-037,"Sweetwater County",Wyoming,43.5,123,2.7,40.8
WY-039,"Teton County",Wyoming,36,114,1.6,34.4
WY-041,"Uinta County",Wyoming,41.3,118,2.1,39.2
WY-043,"Washakie County",Wyoming,43.9,75,0.4,43.4
WY-045,"Weston County",Wyoming,43.7,62,0,43.7
