January - December 2022 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99
Period of Record: 128 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-027,"Inyo County",California,3.8,20,-2.44,6.24
CA-029,"Kern County",California,5.27,15,-3.78,9.05
CA-031,"Kings County",California,4.48,15,-3.13,7.61
CA-033,"Lake County",California,23.95,11,-19.51,43.46
CA-035,"Lassen County",California,13.3,10,-7.1,20.4
CA-037,"Los Angeles County",California,7.64,17,-7.92,15.56
CA-039,"Madera County",California,14.2,14,-8.92,23.12
CA-041,"Marin County",California,20.94,14,-14.54,35.48
CA-043,"Mariposa County",California,21.53,19,-11.28,32.81
CA-045,"Mendocino County",California,32.19,12,-19.42,51.61
CA-047,"Merced County",California,7.77,25,-3.5,11.27
CA-049,"Modoc County",California,14.82,33,-3.25,18.07
CA-051,"Mono County",California,13.07,40,-2.56,15.63
CA-053,"Monterey County",California,13.56,23,-6.54,20.1
CA-055,"Napa County",California,16.66,12,-14.44,31.1
CA-057,"Nevada County",California,37.87,28,-12.5,50.37
CA-059,"Orange County",California,6.64,14,-6.91,13.55
CA-061,"Placer County",California,35.57,32,-10.2,45.77
CA-063,"Plumas County",California,26.16,14,-15.05,41.21
CA-065,"Riverside County",California,4.45,12,-4.04,8.49
CA-067,"Sacramento County",California,12.8,22,-5.89,18.69
CA-069,"San Benito County",California,10.24,16,-6.5,16.74
CA-071,"San Bernardino County",California,3.81,19,-3.05,6.86
CA-073,"San Diego County",California,8.64,18,-5.65,14.29
CA-075,"San Francisco County",California,18.22,32,-6.08,24.3
CA-077,"San Joaquin County",California,10.75,35,-3.3,14.05
CA-079,"San Luis Obispo County",California,10.53,22,-6.63,17.16
CA-081,"San Mateo County",California,20.73,29,-7.93,28.66
CA-083,"Santa Barbara County",California,10.19,16,-8.65,18.84
CA-085,"Santa Clara County",California,18.47,36,-4.64,23.11
CA-087,"Santa Cruz County",California,27.14,41,-5.91,33.05
CA-089,"Shasta County",California,23.69,6,-18.25,41.94
CA-091,"Sierra County",California,32.66,23,-13.09,45.75
CA-093,"Siskiyou County",California,24.08,7,-14.73,38.81
CA-095,"Solano County",California,12.25,20,-7.54,19.79
CA-097,"Sonoma County",California,23.28,9,-18.74,42.02
CA-099,"Stanislaus County",California,10.09,31,-3.56,13.65
CA-101,"Sutter County",California,10.76,12,-8.22,18.98
CA-103,"Tehama County",California,19.69,8,-16.82,36.51
CA-105,"Trinity County",California,33.36,8,-24.13,57.49
CA-107,"Tulare County",California,12.34,12,-9.5,21.84
CA-109,"Tuolumne County",California,29.49,24,-11.35,40.84
CA-111,"Ventura County",California,9.94,13,-10.47,20.41
CA-113,"Yolo County",California,11.49,12,-8.52,20.01
CA-115,"Yuba County",California,23.37,11,-14.36,37.73
CO-001,"Adams County",Colorado,12.62,28,-2.55,15.17
CO-003,"Alamosa County",Colorado,12.88,109,2.5,10.38
CO-005,"Arapahoe County",Colorado,12.97,26,-2.94,15.91
CO-007,"Archuleta County",Colorado,21.83,57,-1.57,23.4
CO-009,"Baca County",Colorado,11.71,20,-4.26,15.97
CO-011,"Bent County",Colorado,12.95,51,-0.9,13.85
CO-013,"Boulder County",Colorado,20.53,74,0.45,20.08
CO-014,"Broomfield County",Colorado,14.38,58,-0.35,14.73
CO-015,"Chaffee County",Colorado,18.08,79,0.45,17.63
CO-017,"Cheyenne County",Colorado,12.72,30,-2.63,15.35
CO-019,"Clear Creek County",Colorado,28.04,90,2,26.04
CO-021,"Conejos County",Colorado,18.92,93,1.68,17.24
CO-023,"Costilla County",Colorado,19.55,99,1.96,17.59
CO-025,"Crowley County",Colorado,11.08,53,-0.9,11.98
CO-027,"Custer County",Colorado,20.11,67,-0.36,20.47
CO-029,"Delta County",Colorado,16.04,46,-1.64,17.68
CO-031,"Denver County",Colorado,13.97,52,-1.05,15.02
CO-033,"Dolores County",Colorado,19.51,30,-3.84,23.35
CO-035,"Douglas County",Colorado,15.59,31,-2.65,18.24
CO-037,"Eagle County",Colorado,23.07,57,-0.98,24.05
CO-039,"Elbert County",Colorado,12.48,12,-4.09,16.57
CO-041,"El Paso County",Colorado,12.93,24,-3.09,16.02
CO-043,"Fremont County",Colorado,12.03,29,-2.25,14.28
CO-045,"Garfield County",Colorado,22.26,72,-0.27,22.53
CO-047,"Gilpin County",Colorado,24.45,87,1.57,22.88
CO-049,"Grand County",Colorado,23.06,80,0.67,22.39
CO-051,"Gunnison County",Colorado,21.61,55,-1.65,23.26
CO-053,"Hinsdale County",Colorado,27.2,39,-3.75,30.95
CO-055,"Huerfano County",Colorado,19.53,93,1.65,17.88
CO-057,"Jackson County",Colorado,23.62,77,0.47,23.15
CO-059,"Jefferson County",Colorado,18.17,71,-0.02,18.19
CO-061,"Kiowa County",Colorado,12.29,36,-1.92,14.21
CO-063,"Kit Carson County",Colorado,12.96,17,-3.86,16.82
CO-065,"Lake County",Colorado,25.41,84,1.17,24.24
CO-067,"La Plata County",Colorado,20.05,36,-3.38,23.43
CO-069,"Larimer County",Colorado,19,49,-0.97,19.97
CO-071,"Las Animas County",Colorado,14.37,41,-1.89,16.26
CO-073,"Lincoln County",Colorado,11.02,17,-3.24,14.26
CO-075,"Logan County",Colorado,10.2,3,-6.43,16.63
CO-077,"Mesa County",Colorado,16.19,65,-0.72,16.91
CO-079,"Mineral County",Colorado,26.92,42,-3.68,30.6
CO-081,"Moffat County",Colorado,15.23,75,0.36,14.87
CO-083,"Montezuma County",Colorado,13.99,34,-3.19,17.18
CO-085,"Montrose County",Colorado,14.14,51,-1.38,15.52
CO-087,"Morgan County",Colorado,10.97,17,-3.55,14.52
CO-089,"Otero County",Colorado,12.27,50,-1.11,13.38
CO-091,"Ouray County",Colorado,19.95,41,-2.42,22.37
CO-093,"Park County",Colorado,18.24,87,0.86,17.38
CO-095,"Phillips County",Colorado,10.52,3,-7.41,17.93
CO-097,"Pitkin County",Colorado,27.62,57,-1.55,29.17
CO-099,"Prowers County",Colorado,12.37,27,-2.78,15.15
CO-101,"Pueblo County",Colorado,12.21,46,-1.35,13.56
CO-103,"Rio Blanco County",Colorado,19.61,81,0.74,18.87
CO-105,"Rio Grande County",Colorado,15.61,86,1,14.61
CO-107,"Routt County",Colorado,26.46,87,1.37,25.09
CO-109,"Saguache County",Colorado,16.99,78,0.35,16.64
CO-111,"San Juan County",Colorado,34.07,20,-7.72,41.79
CO-113,"San Miguel County",Colorado,16.88,40,-2.23,19.11
CO-115,"Sedgwick County",Colorado,10.62,2,-7.48,18.1
CO-117,"Summit County",Colorado,26.68,77,0.13,26.55
CO-119,"Teller County",Colorado,15.84,23,-3.32,19.16
CO-121,"Washington County",Colorado,12.39,13,-4.11,16.5
CO-123,"Weld County",Colorado,10.9,20,-2.95,13.85
CO-125,"Yuma County",Colorado,12.39,10,-5.16,17.55
CT-001,"Fairfield County",Connecticut,44.02,42,-3.78,47.8
CT-003,"Hartford County",Connecticut,45.34,61,-1.17,46.51
CT-005,"Litchfield County",Connecticut,45.18,42,-3.03,48.21
CT-007,"Middlesex County",Connecticut,42.95,34,-3.83,46.78
CT-009,"New Haven County",Connecticut,41.98,29,-5.54,47.52
CT-011,"New London County",Connecticut,41.01,29,-4.67,45.68
CT-013,"Tolland County",Connecticut,43.79,55,-1.85,45.64
CT-015,"Windham County",Connecticut,45.57,63,-0.17,45.74
DE-001,"Kent County",Delaware,39.87,48,-3.18,43.05
DE-003,"New Castle County",Delaware,42.59,61,-0.62,43.21
DE-005,"Sussex County",Delaware,41.46,54,-2.14,43.6
FL-001,"Alachua County",Florida,54.44,78,1.89,52.55
FL-003,"Baker County",Florida,51.68,64,0.19,51.49
FL-005,"Bay County",Florida,56.28,53,-2.17,58.45
FL-007,"Bradford County",Florida,54.78,78,2.56,52.22
FL-009,"Brevard County",Florida,56.18,94,5.77,50.41
FL-011,"Broward County",Florida,60.19,83,3.15,57.04
FL-013,"Calhoun County",Florida,55.68,53,-2.4,58.08
FL-015,"Charlotte County",Florida,63.26,122,12.44,50.82
FL-017,"Citrus County",Florida,53.37,74,0.12,53.25
FL-019,"Clay County",Florida,52.64,68,0.84,51.8
FL-021,"Collier County",Florida,60.59,110,8.51,52.08
FL-023,"Columbia County",Florida,51.1,64,-0.41,51.51
FL-027,"DeSoto County",Florida,61.01,118,9.7,51.31
FL-029,"Dixie County",Florida,46.05,28,-7.64,53.69
FL-031,"Duval County",Florida,50.39,63,0.21,50.18
FL-033,"Escambia County",Florida,62.11,67,-0.12,62.23
FL-035,"Flagler County",Florida,53.45,77,1.64,51.81
FL-037,"Franklin County",Florida,60.82,82,2.59,58.23
FL-039,"Gadsden County",Florida,50.8,38,-5.78,56.58
FL-041,"Gilchrist County",Florida,47.35,37,-5.41,52.76
FL-043,"Glades County",Florida,49.76,55,-0.48,50.24
FL-045,"Gulf County",Florida,60.7,80,2.24,58.46
FL-047,"Hamilton County",Florida,48.81,45,-3.03,51.84
FL-049,"Hardee County",Florida,60.56,114,8.13,52.43
FL-051,"Hendry County",Florida,49.92,52,-1.89,51.81
FL-053,"Hernando County",Florida,51.11,60,-2.34,53.45
FL-055,"Highlands County",Florida,55.23,94,4.82,50.41
FL-057,"Hillsborough County",Florida,56.96,93,4.72,52.24
FL-059,"Holmes County",Florida,55.52,53,-2.14,57.66
FL-061,"Indian River County",Florida,51.17,59,-1.25,52.42
FL-063,"Jackson County",Florida,53.17,59,-1.51,54.68
FL-065,"Jefferson County",Florida,51.01,47,-4.07,55.08
FL-067,"Lafayette County",Florida,47.6,28,-6.79,54.39
FL-069,"Lake County",Florida,54.46,92,3.64,50.82
FL-071,"Lee County",Florida,64.23,122,14.22,50.01
FL-073,"Leon County",Florida,53.07,47,-4.19,57.26
FL-075,"Levy County",Florida,46.64,31,-6.27,52.91
FL-077,"Liberty County",Florida,57.29,61,-1.52,58.81
FL-079,"Madison County",Florida,48.21,37,-5.35,53.56
FL-081,"Manatee County",Florida,58.53,102,6.04,52.49
FL-083,"Marion County",Florida,53.37,71,0.73,52.64
FL-085,"Martin County",Florida,51.22,53,-2.82,54.04
FL-086,"Miami-Dade County",Florida,57.8,84,2.65,55.15
FL-087,"Monroe County",Florida,50.16,65,-0.68,50.84
FL-089,"Nassau County",Florida,49.72,59,-0.82,50.54
FL-091,"Okaloosa County",Florida,56.01,45,-4.66,60.67
FL-093,"Okeechobee County",Florida,52.11,75,1.39,50.72
FL-095,"Orange County",Florida,58.67,110,8.37,50.3
FL-097,"Osceola County",Florida,58.02,112,7.73,50.29
FL-099,"Palm Beach County",Florida,51.7,40,-5.15,56.85
FL-101,"Pasco County",Florida,53.59,74,0.64,52.95
FL-103,"Pinellas County",Florida,53.19,77,1.7,51.49
FL-105,"Polk County",Florida,56.95,95,5.28,51.67
FL-107,"Putnam County",Florida,54.81,76,1.72,53.09
FL-109,"St. Johns County",Florida,52.28,71,1.34,50.94
FL-111,"St. Lucie County",Florida,54.08,75,1.35,52.73
FL-113,"Santa Rosa County",Florida,58,51,-4.02,62.02
FL-115,"Sarasota County",Florida,62.41,118,10.37,52.04
FL-117,"Seminole County",Florida,60.92,114,10.49,50.43
FL-119,"Sumter County",Florida,54.39,83,2.12,52.27
FL-121,"Suwannee County",Florida,48.75,37,-4.41,53.16
FL-123,"Taylor County",Florida,49.76,37,-5.76,55.52
FL-125,"Union County",Florida,53.78,77,2.08,51.7
FL-127,"Volusia County",Florida,57.02,100,6.18,50.84
FL-129,"Wakulla County",Florida,55.76,50,-2.42,58.18
FL-131,"Walton County",Florida,56.06,45,-4.04,60.1
FL-133,"Washington County",Florida,56.36,59,-0.95,57.31
GA-001,"Appling County",Georgia,38.79,10,-9.14,47.93
GA-003,"Atkinson County",Georgia,38.75,13,-10.02,48.77
GA-005,"Bacon County",Georgia,37.75,9,-10.46,48.21
GA-007,"Baker County",Georgia,47.9,48,-3.8,51.7
GA-009,"Baldwin County",Georgia,44.95,62,-1.37,46.32
GA-011,"Banks County",Georgia,50.28,52,-2.5,52.78
GA-013,"Barrow County",Georgia,48.41,50,-2.11,50.52
GA-015,"Bartow County",Georgia,50.01,61,-1.14,51.15
GA-017,"Ben Hill County",Georgia,38.55,15,-9.01,47.56
GA-019,"Berrien County",Georgia,41.76,27,-6.69,48.45
GA-021,"Bibb County",Georgia,45.39,57,-0.95,46.34
GA-023,"Bleckley County",Georgia,42.7,41,-4.17,46.87
GA-025,"Brantley County",Georgia,43.87,32,-6.01,49.88
GA-027,"Brooks County",Georgia,43.46,24,-8.47,51.93
GA-029,"Bryan County",Georgia,39.49,15,-9.4,48.89
GA-031,"Bulloch County",Georgia,39.6,17,-7.88,47.48
GA-033,"Burke County",Georgia,41.72,47,-3.64,45.36
GA-035,"Butts County",Georgia,47.46,58,-1.75,49.21
GA-037,"Calhoun County",Georgia,45.69,33,-6.19,51.88
GA-039,"Camden County",Georgia,45.87,41,-5.01,50.88
GA-043,"Candler County",Georgia,40.32,26,-6.58,46.9
GA-045,"Carroll County",Georgia,57.28,86,3.92,53.36
GA-047,"Catoosa County",Georgia,56.12,83,3.23,52.89
GA-049,"Charlton County",Georgia,47.55,51,-2.68,50.23
GA-051,"Chatham County",Georgia,39.17,14,-9.81,48.98
GA-053,"Chattahoochee County",Georgia,46.69,54,-1.91,48.6
GA-055,"Chattooga County",Georgia,57.93,81,3.2,54.73
GA-057,"Cherokee County",Georgia,50.33,49,-3.13,53.46
GA-059,"Clarke County",Georgia,45.72,43,-4.02,49.74
GA-061,"Clay County",Georgia,48.21,44,-3.95,52.16
GA-063,"Clayton County",Georgia,51.53,76,1.59,49.94
GA-065,"Clinch County",Georgia,44.59,34,-5.22,49.81
GA-067,"Cobb County",Georgia,50.21,64,-0.86,51.07
GA-069,"Coffee County",Georgia,36.86,8,-11.36,48.22
GA-071,"Colquitt County",Georgia,42.96,26,-7.26,50.22
GA-073,"Columbia County",Georgia,41,33,-4.9,45.9
GA-075,"Cook County",Georgia,42.2,26,-7.11,49.31
GA-077,"Coweta County",Georgia,52.8,77,1.68,51.12
GA-079,"Crawford County",Georgia,44.73,46,-3.29,48.02
GA-081,"Crisp County",Georgia,38.94,22,-8.03,46.97
GA-083,"Dade County",Georgia,59,86,4.91,54.09
GA-085,"Dawson County",Georgia,55.38,51,-3.84,59.22
GA-087,"Decatur County",Georgia,47.91,41,-5.68,53.59
GA-089,"DeKalb County",Georgia,51.38,73,1.01,50.37
GA-091,"Dodge County",Georgia,41.85,32,-5.54,47.39
GA-093,"Dooly County",Georgia,40.45,28,-6.67,47.12
GA-095,"Dougherty County",Georgia,43.25,32,-6.14,49.39
GA-097,"Douglas County",Georgia,53.01,72,1.21,51.81
GA-099,"Early County",Georgia,50.29,50,-2.73,53.02
GA-101,"Echols County",Georgia,48.26,48,-2.64,50.9
GA-103,"Effingham County",Georgia,39.58,10,-8.6,48.18
GA-105,"Elbert County",Georgia,41.08,26,-7.22,48.3
GA-107,"Emanuel County",Georgia,41.15,37,-5.15,46.3
GA-109,"Evans County",Georgia,39.48,18,-7.97,47.45
GA-111,"Fannin County",Georgia,59.53,64,-0.41,59.94
GA-113,"Fayette County",Georgia,51.01,77,1.06,49.95
GA-115,"Floyd County",Georgia,53.86,79,1.85,52.01
GA-117,"Forsyth County",Georgia,55.05,73,1.61,53.44
GA-119,"Franklin County",Georgia,44.48,33,-5.71,50.19
GA-121,"Fulton County",Georgia,51.87,73,1.06,50.81
GA-123,"Gilmer County",Georgia,56.73,45,-4.69,61.42
GA-125,"Glascock County",Georgia,42.95,45,-3.77,46.72
GA-127,"Glynn County",Georgia,45.9,43,-4.81,50.71
GA-129,"Gordon County",Georgia,52.13,61,-0.56,52.69
GA-131,"Grady County",Georgia,49.28,46,-4.54,53.82
GA-133,"Greene County",Georgia,43.85,42,-3.95,47.8
GA-135,"Gwinnett County",Georgia,52.17,71,1.04,51.13
GA-137,"Habersham County",Georgia,57.59,40,-5.91,63.5
GA-139,"Hall County",Georgia,54.06,60,-0.46,54.52
GA-141,"Hancock County",Georgia,44.8,59,-2.23,47.03
GA-143,"Haralson County",Georgia,57.1,86,4,53.1
GA-145,"Harris County",Georgia,49.76,61,-1.51,51.27
GA-147,"Hart County",Georgia,40.71,25,-8.32,49.03
GA-149,"Heard County",Georgia,53.57,73,0.75,52.82
GA-151,"Henry County",Georgia,49.89,68,0.05,49.84
GA-153,"Houston County",Georgia,43.07,43,-3.95,47.02
GA-155,"Irwin County",Georgia,40,21,-7.61,47.61
GA-157,"Jackson County",Georgia,48.6,55,-1.82,50.42
GA-159,"Jasper County",Georgia,46.42,52,-2.43,48.85
GA-161,"Jeff Davis County",Georgia,37.75,10,-9.6,47.35
GA-163,"Jefferson County",Georgia,41.57,37,-4.52,46.09
GA-165,"Jenkins County",Georgia,39.66,28,-6.5,46.16
GA-167,"Johnson County",Georgia,43.25,53,-3.02,46.27
GA-169,"Jones County",Georgia,45.25,62,-1.67,46.92
