January - December 2019 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 128 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-079,"Lawrence County",Alabama,61.8,117,1.7,60.1
AL-081,"Lee County",Alabama,65.4,126,2.4,63
AL-083,"Limestone County",Alabama,62.4,126,2.6,59.8
AL-085,"Lowndes County",Alabama,67.4,128,2.9,64.6
AL-087,"Macon County",Alabama,66.4,126,2.4,64
AL-089,"Madison County",Alabama,62.2,125,2.2,59.9
AL-091,"Marengo County",Alabama,66.1,121,1.8,64.3
AL-093,"Marion County",Alabama,62.5,117,1.8,60.8
AL-095,"Marshall County",Alabama,62.7,125,2.4,60.3
AL-097,"Mobile County",Alabama,68.8,128,2.4,66.4
AL-099,"Monroe County",Alabama,68,128,2.8,65.1
AL-101,"Montgomery County",Alabama,67.2,126,2.8,64.4
AL-103,"Morgan County",Alabama,62.6,126,2.4,60.2
AL-105,"Perry County",Alabama,65.8,126,2.2,63.6
AL-107,"Pickens County",Alabama,64.9,117,1.8,63.1
AL-109,"Pike County",Alabama,66.8,123,2.2,64.6
AL-111,"Randolph County",Alabama,63.2,127,2.7,60.5
AL-113,"Russell County",Alabama,66.5,127,2.3,64.2
AL-115,"St. Clair County",Alabama,64,126,2.8,61.1
AL-117,"Shelby County",Alabama,64.5,125,2.5,62
AL-119,"Sumter County",Alabama,65.6,118,1.6,64
AL-121,"Talladega County",Alabama,64.3,125,2.5,61.8
AL-123,"Tallapoosa County",Alabama,64.4,126,2.3,62.1
AL-125,"Tuscaloosa County",Alabama,64.8,119,1.8,63
AL-127,"Walker County",Alabama,63.7,123,2.1,61.6
AL-129,"Washington County",Alabama,67.1,120,1.8,65.4
AL-131,"Wilcox County",Alabama,67.4,128,2.6,64.7
AL-133,"Winston County",Alabama,62,121,1.8,60.2
AZ-001,"Apache County",Arizona,50.5,90,0.7,49.8
AZ-003,"Cochise County",Arizona,61.1,90,0.8,60.3
AZ-005,"Coconino County",Arizona,52.5,85,0.8,51.7
AZ-007,"Gila County",Arizona,59.8,99,1.3,58.5
AZ-009,"Graham County",Arizona,61.3,96,1,60.2
AZ-011,"Greenlee County",Arizona,57,106,1.3,55.8
AZ-012,"La Paz County",Arizona,71,83,0.7,70.3
AZ-013,"Maricopa County",Arizona,70.5,93,1.4,69.2
AZ-015,"Mohave County",Arizona,61.8,79,0.4,61.4
AZ-017,"Navajo County",Arizona,52,93,0.8,51.2
AZ-019,"Pima County",Arizona,67.6,92,1.1,66.5
AZ-021,"Pinal County",Arizona,68.9,97,1.3,67.7
AZ-023,"Santa Cruz County",Arizona,60.3,76,0.4,59.9
AZ-025,"Yavapai County",Arizona,59.3,92,1,58.2
AZ-027,"Yuma County",Arizona,72.2,92,1.2,70.9
AR-001,"Arkansas County",Arkansas,63.4,106,1.2,62.1
AR-003,"Ashley County",Arkansas,65.1,120,1.9,63.2
AR-005,"Baxter County",Arkansas,57.7,81,0.6,57.1
AR-007,"Benton County",Arkansas,58,86,0.7,57.3
AR-009,"Boone County",Arkansas,57.3,79,0.5,56.8
AR-011,"Bradley County",Arkansas,64.3,118,1.6,62.7
AR-013,"Calhoun County",Arkansas,63.5,95,0.8,62.7
AR-015,"Carroll County",Arkansas,57.4,81,0.5,56.9
AR-017,"Chicot County",Arkansas,64.7,105,1.2,63.5
AR-019,"Clark County",Arkansas,62.9,94,0.8,62.1
AR-021,"Clay County",Arkansas,59.5,90,0.8,58.7
AR-023,"Cleburne County",Arkansas,59.5,86,0.7,58.9
AR-025,"Cleveland County",Arkansas,63,94,0.7,62.3
AR-027,"Columbia County",Arkansas,63.7,80,0.3,63.4
AR-029,"Conway County",Arkansas,60.9,91,0.7,60.2
AR-031,"Craighead County",Arkansas,60.5,101,1.1,59.4
AR-033,"Crawford County",Arkansas,59.9,84,0.6,59.3
AR-035,"Crittenden County",Arkansas,62.6,105,1.3,61.3
AR-037,"Cross County",Arkansas,61.9,103,1.1,60.8
AR-039,"Dallas County",Arkansas,62.7,82,0.5,62.2
AR-041,"Desha County",Arkansas,63.9,108,1.2,62.7
AR-043,"Drew County",Arkansas,64.2,114,1.5,62.8
AR-045,"Faulkner County",Arkansas,61.1,85,0.5,60.5
AR-047,"Franklin County",Arkansas,59.7,81,0.5,59.2
AR-049,"Fulton County",Arkansas,57.8,98,1.2,56.5
AR-051,"Garland County",Arkansas,61.7,96,0.9,60.8
AR-053,"Grant County",Arkansas,62.4,74,0.4,62.1
AR-055,"Greene County",Arkansas,59.9,92,0.9,59
AR-057,"Hempstead County",Arkansas,62.9,82,0.4,62.5
AR-059,"Hot Spring County",Arkansas,62.4,88,0.7,61.7
AR-061,"Howard County",Arkansas,61.8,89,0.5,61.3
AR-063,"Independence County",Arkansas,59.5,93,0.8,58.7
AR-065,"Izard County",Arkansas,58,83,0.5,57.5
AR-067,"Jackson County",Arkansas,60.4,94,0.8,59.6
AR-069,"Jefferson County",Arkansas,62.7,84,0.6,62.1
AR-071,"Johnson County",Arkansas,59.1,83,0.5,58.6
AR-073,"Lafayette County",Arkansas,64,89,0.5,63.5
AR-075,"Lawrence County",Arkansas,59.4,88,0.7,58.7
AR-077,"Lee County",Arkansas,62.8,106,1.2,61.6
AR-079,"Lincoln County",Arkansas,63.5,103,1.1,62.4
AR-081,"Little River County",Arkansas,63.4,97,0.8,62.6
AR-083,"Logan County",Arkansas,60.7,84,0.5,60.2
AR-085,"Lonoke County",Arkansas,62.3,91,0.7,61.6
AR-087,"Madison County",Arkansas,56.9,78,0.5,56.5
AR-089,"Marion County",Arkansas,57.5,74,0.4,57.1
AR-091,"Miller County",Arkansas,64.2,94,0.6,63.6
AR-093,"Mississippi County",Arkansas,61.5,107,1.4,60.1
AR-095,"Monroe County",Arkansas,62.8,105,1.1,61.7
AR-097,"Montgomery County",Arkansas,61.1,96,1,60.1
AR-099,"Nevada County",Arkansas,63.1,84,0.4,62.7
AR-101,"Newton County",Arkansas,56.8,76,0.4,56.4
AR-103,"Ouachita County",Arkansas,63.2,73,0.1,63
AR-105,"Perry County",Arkansas,61.5,90,0.7,60.8
AR-107,"Phillips County",Arkansas,63.3,112,1.4,61.9
AR-109,"Pike County",Arkansas,61.7,88,0.5,61.2
AR-111,"Poinsett County",Arkansas,61.2,101,1.1,60.1
AR-113,"Polk County",Arkansas,60.1,90,0.8,59.3
AR-115,"Pope County",Arkansas,59.7,81,0.6,59.1
AR-117,"Prairie County",Arkansas,62.3,93,0.8,61.6
AR-119,"Pulaski County",Arkansas,61.8,74,0.3,61.4
AR-121,"Randolph County",Arkansas,58.9,92,0.9,58
AR-123,"St. Francis County",Arkansas,62.4,104,1.2,61.3
AR-125,"Saline County",Arkansas,61.7,82,0.5,61.2
AR-127,"Scott County",Arkansas,60.6,94,0.8,59.7
AR-129,"Searcy County",Arkansas,57.4,74,0.4,57
AR-131,"Sebastian County",Arkansas,61.3,90,0.9,60.3
AR-133,"Sevier County",Arkansas,62.6,97,0.9,61.7
AR-135,"Sharp County",Arkansas,58.4,92,1,57.4
AR-137,"Stone County",Arkansas,58.1,78,0.4,57.7
AR-139,"Union County",Arkansas,64.4,108,1.2,63.2
AR-141,"Van Buren County",Arkansas,58.8,86,0.6,58.2
AR-143,"Washington County",Arkansas,57.9,84,0.5,57.3
AR-145,"White County",Arkansas,61.4,101,1.1,60.3
AR-147,"Woodruff County",Arkansas,61.6,97,0.8,60.8
AR-149,"Yell County",Arkansas,61.2,88,0.6,60.5
CA-001,"Alameda County",California,59.7,116,1.8,57.9
CA-003,"Alpine County",California,43.5,73,0.2,43.3
CA-005,"Amador County",California,57.8,87,0.6,57.2
CA-007,"Butte County",California,60.2,108,1.4,58.8
CA-009,"Calaveras County",California,58.3,88,0.6,57.6
CA-011,"Colusa County",California,61.6,104,1.2,60.4
CA-013,"Contra Costa County",California,60.6,114,1.8,58.8
CA-015,"Del Norte County",California,52.1,101,1.3,50.8
CA-017,"El Dorado County",California,53.6,74,0.2,53.4
CA-019,"Fresno County",California,55.8,102,1.4,54.4
CA-021,"Glenn County",California,60.4,103,1.1,59.3
CA-023,"Humboldt County",California,54.5,113,1.5,53
CA-025,"Imperial County",California,72.9,76,0.7,72.2
CA-027,"Inyo County",California,60,76,0.5,59.6
CA-029,"Kern County",California,61.7,95,1.1,60.5
CA-031,"Kings County",California,64.3,111,1.8,62.5
CA-033,"Lake County",California,57.4,104,1,56.3
CA-035,"Lassen County",California,46.6,76,0.5,46.1
CA-037,"Los Angeles County",California,61.1,90,1.2,59.9
CA-039,"Madera County",California,56.3,96,1.1,55.1
CA-041,"Marin County",California,56.9,122,2.1,54.8
CA-043,"Mariposa County",California,55,83,0.5,54.5
CA-045,"Mendocino County",California,56.1,114,1.3,54.8
CA-047,"Merced County",California,62.9,112,1.9,61
CA-049,"Modoc County",California,46.7,93,1.2,45.6
CA-051,"Mono County",California,43.6,74,0.3,43.3
CA-053,"Monterey County",California,59.1,115,1.9,57.2
CA-055,"Napa County",California,60,114,1.8,58.2
CA-057,"Nevada County",California,51.9,68,0.2,51.7
CA-059,"Orange County",California,63.9,100,1.5,62.4
CA-061,"Placer County",California,53.4,77,0.4,53
CA-063,"Plumas County",California,47.1,77,0.3,46.8
CA-065,"Riverside County",California,67.6,88,0.9,66.8
CA-067,"Sacramento County",California,62.9,119,1.8,61.1
CA-069,"San Benito County",California,59.1,110,1.7,57.4
CA-071,"San Bernardino County",California,65.5,74,0.5,65.1
CA-073,"San Diego County",California,62.4,96,1.2,61.2
CA-075,"San Francisco County",California,58,120,2.3,55.8
CA-077,"San Joaquin County",California,63.1,120,2.3,60.7
CA-079,"San Luis Obispo County",California,59.7,110,1.8,58
CA-081,"San Mateo County",California,58,123,2.6,55.4
CA-083,"Santa Barbara County",California,58.6,109,1.9,56.6
CA-085,"Santa Clara County",California,58.9,114,2,56.9
CA-087,"Santa Cruz County",California,58.6,123,2.9,55.7
CA-089,"Shasta County",California,55.3,100,0.9,54.3
CA-091,"Sierra County",California,46.8,77,0.4,46.4
CA-093,"Siskiyou County",California,49,99,1.1,47.8
CA-095,"Solano County",California,61.7,117,1.9,59.7
CA-097,"Sonoma County",California,57.9,118,1.8,56.1
CA-099,"Stanislaus County",California,62.3,118,2,60.4
CA-101,"Sutter County",California,63.4,111,1.6,61.8
CA-103,"Tehama County",California,58.8,99,0.9,57.9
CA-105,"Trinity County",California,52.9,105,1.3,51.6
CA-107,"Tulare County",California,54,88,0.8,53.2
CA-109,"Tuolumne County",California,49.9,76,0.2,49.6
CA-111,"Ventura County",California,57.7,100,1.7,56
CA-113,"Yolo County",California,62.4,113,1.5,60.9
CA-115,"Yuba County",California,60.9,102,1.1,59.8
CO-001,"Adams County",Colorado,48.7,61,0.2,48.5
CO-003,"Alamosa County",Colorado,42.3,77,0.5,41.8
CO-005,"Arapahoe County",Colorado,48.1,53,-0.1,48.2
CO-007,"Archuleta County",Colorado,43.5,93,0.9,42.6
CO-009,"Baca County",Colorado,52.9,49,-0.3,53.2
CO-011,"Bent County",Colorado,53.3,84,0.6,52.7
CO-013,"Boulder County",Colorado,44.4,82,0.6,43.8
CO-014,"Broomfield County",Colorado,50.1,72,0.4,49.6
CO-015,"Chaffee County",Colorado,37.4,58,-0,37.4
CO-017,"Cheyenne County",Colorado,50.5,54,-0.1,50.5
CO-019,"Clear Creek County",Colorado,37.3,92,0.9,36.4
CO-021,"Conejos County",Colorado,40.2,84,0.8,39.3
CO-023,"Costilla County",Colorado,42.3,100,1.4,40.9
CO-025,"Crowley County",Colorado,51.8,96,0.9,50.8
CO-027,"Custer County",Colorado,41.4,90,0.8,40.6
CO-029,"Delta County",Colorado,46.6,96,1.6,45
CO-031,"Denver County",Colorado,49.8,66,0.2,49.6
CO-033,"Dolores County",Colorado,43,92,1.2,41.8
CO-035,"Douglas County",Colorado,46.2,54,-0.2,46.4
CO-037,"Eagle County",Colorado,39.1,81,0.6,38.5
CO-039,"Elbert County",Colorado,47,68,0.2,46.7
CO-041,"El Paso County",Colorado,47.7,88,0.7,47
CO-043,"Fremont County",Colorado,45.2,69,0.2,44.9
CO-045,"Garfield County",Colorado,43.1,88,1,42.1
CO-047,"Gilpin County",Colorado,39.1,77,0.5,38.6
CO-049,"Grand County",Colorado,37,87,0.7,36.3
CO-051,"Gunnison County",Colorado,37.6,76,0.5,37.1
CO-053,"Hinsdale County",Colorado,36,103,1.6,34.3
CO-055,"Huerfano County",Colorado,47.3,104,1.3,46
CO-057,"Jackson County",Colorado,36.2,79,0.6,35.6
CO-059,"Jefferson County",Colorado,45.6,60,0,45.6
CO-061,"Kiowa County",Colorado,51.7,60,0.1,51.6
CO-063,"Kit Carson County",Colorado,50.5,76,0.5,50
CO-065,"Lake County",Colorado,34.2,83,0.4,33.8
CO-067,"La Plata County",Colorado,44.5,97,1.1,43.5
CO-069,"Larimer County",Colorado,42,88,1,40.9
CO-071,"Las Animas County",Colorado,51.2,92,0.9,50.3
CO-073,"Lincoln County",Colorado,49.2,75,0.4,48.8
CO-075,"Logan County",Colorado,48.6,44,-0.3,48.9
CO-077,"Mesa County",Colorado,47.3,96,1.8,45.6
CO-079,"Mineral County",Colorado,36.6,100,1.2,35.3
CO-081,"Moffat County",Colorado,43.2,82,0.8,42.4
CO-083,"Montezuma County",Colorado,48.4,94,1.1,47.3
CO-085,"Montrose County",Colorado,47.4,98,1.8,45.6
CO-087,"Morgan County",Colorado,49,88,1.1,47.9
CO-089,"Otero County",Colorado,53.1,87,0.7,52.4
CO-091,"Ouray County",Colorado,41.4,98,1.8,39.7
CO-093,"Park County",Colorado,37.7,63,0,37.7
CO-095,"Phillips County",Colorado,48.5,44,-0.5,49
CO-097,"Pitkin County",Colorado,37.9,94,1,36.9
CO-099,"Prowers County",Colorado,53,54,-0,53
CO-101,"Pueblo County",Colorado,52.3,96,1,51.3
CO-103,"Rio Blanco County",Colorado,43.7,85,1,42.7
CO-105,"Rio Grande County",Colorado,39.3,86,0.8,38.5
CO-107,"Routt County",Colorado,39.4,87,0.8,38.5
CO-109,"Saguache County",Colorado,38.5,59,0.1,38.5
CO-111,"San Juan County",Colorado,35.1,104,1.8,33.3
CO-113,"San Miguel County",Colorado,44.6,95,1.5,43.1
CO-115,"Sedgwick County",Colorado,48.1,25,-1,49
CO-117,"Summit County",Colorado,35.6,92,0.9,34.7
CO-119,"Teller County",Colorado,39.8,69,0.2,39.7
CO-121,"Washington County",Colorado,49.1,69,0.4,48.7
CO-123,"Weld County",Colorado,47.5,56,-0,47.5
CO-125,"Yuma County",Colorado,50,69,0.3,49.8
CT-001,"Fairfield County",Connecticut,51.5,111,2.3,49.3
CT-003,"Hartford County",Connecticut,49.9,106,1.6,48.4
CT-005,"Litchfield County",Connecticut,47.5,102,1.4,46
CT-007,"Middlesex County",Connecticut,50.6,107,1.7,48.9
CT-009,"New Haven County",Connecticut,50.9,109,1.9,48.9
CT-011,"New London County",Connecticut,50.6,108,1.9,48.7
CT-013,"Tolland County",Connecticut,49,108,1.5,47.4
CT-015,"Windham County",Connecticut,49.1,107,1.5,47.6
DE-001,"Kent County",Delaware,57.1,121,3.1,54
DE-003,"New Castle County",Delaware,55.9,116,2.6,53.3
DE-005,"Sussex County",Delaware,58.5,126,3.7,54.7
FL-001,"Alachua County",Florida,71.9,128,3.2,68.7
FL-003,"Baker County",Florida,70.3,126,2.9,67.4
FL-005,"Bay County",Florida,70.3,127,2.9,67.4
FL-007,"Bradford County",Florida,71.5,128,3.3,68.2
FL-009,"Brevard County",Florida,74.3,125,2.7,71.6
FL-011,"Broward County",Florida,77.5,127,3.4,74
FL-013,"Calhoun County",Florida,69.8,127,2.9,66.8
FL-015,"Charlotte County",Florida,75.8,127,3,72.8
FL-017,"Citrus County",Florida,72.8,126,3,69.8
FL-019,"Clay County",Florida,72.1,128,3.7,68.4
FL-021,"Collier County",Florida,76.7,126,2.8,73.9
FL-023,"Columbia County",Florida,70.1,125,2.5,67.6
FL-027,"DeSoto County",Florida,74.9,127,2.9,72.1
FL-029,"Dixie County",Florida,71.1,127,3,68.1
FL-031,"Duval County",Florida,71.5,128,3.6,68
FL-033,"Escambia County",Florida,69.1,124,2.1,67
FL-035,"Flagler County",Florida,73.1,128,3.7,69.5
FL-037,"Franklin County",Florida,70.8,127,3,67.7
FL-039,"Gadsden County",Florida,69.6,127,2.8,66.7
FL-041,"Gilchrist County",Florida,71.1,127,3,68.1
FL-043,"Glades County",Florida,75.2,125,2.6,72.6
FL-045,"Gulf County",Florida,70.5,126,3.2,67.3
FL-047,"Hamilton County",Florida,69.1,124,2.1,67.1
FL-049,"Hardee County",Florida,74.8,127,3.2,71.6
FL-051,"Hendry County",Florida,75.8,126,2.7,73.1
FL-053,"Hernando County",Florida,73.5,126,3.5,70
FL-055,"Highlands County",Florida,74.8,125,2.9,71.9
FL-057,"Hillsborough County",Florida,74.9,127,3.7,71.3
FL-059,"Holmes County",Florida,68.8,128,2.4,66.4
FL-061,"Indian River County",Florida,74.6,125,2.9,71.7
FL-063,"Jackson County",Florida,69.6,128,2.6,67
FL-065,"Jefferson County",Florida,69.9,126,2.9,67
FL-067,"Lafayette County",Florida,70.4,127,2.8,67.6
FL-069,"Lake County",Florida,73.7,126,3.3,70.4
FL-071,"Lee County",Florida,76.3,125,2.8,73.4
FL-073,"Leon County",Florida,69.9,127,2.9,67
FL-075,"Levy County",Florida,72.1,126,3.4,68.7
FL-077,"Liberty County",Florida,69.9,126,3,66.9
FL-079,"Madison County",Florida,69.6,126,2.6,66.9
FL-081,"Manatee County",Florida,74.8,127,3.1,71.7
FL-083,"Marion County",Florida,72.5,126,3.1,69.5
FL-085,"Martin County",Florida,76.7,128,3.8,72.9
FL-086,"Miami-Dade County",Florida,78,127,3.7,74.3
FL-087,"Monroe County",Florida,78.5,127,3.6,74.9
FL-089,"Nassau County",Florida,70.7,127,3.3,67.3
FL-091,"Okaloosa County",Florida,68.9,127,2.3,66.6
FL-093,"Okeechobee County",Florida,75.1,126,3.1,72
FL-095,"Orange County",Florida,74.4,126,3.1,71.3
FL-097,"Osceola County",Florida,74.8,127,3.2,71.7
FL-099,"Palm Beach County",Florida,76.9,128,3.5,73.4
FL-101,"Pasco County",Florida,74.1,127,3.7,70.4
FL-103,"Pinellas County",Florida,75.2,126,3.3,71.9
FL-105,"Polk County",Florida,75,127,3.5,71.5
FL-107,"Putnam County",Florida,72.8,128,3.6,69.2
FL-109,"St. Johns County",Florida,72.7,128,4,68.8
FL-111,"St. Lucie County",Florida,75.7,128,3.3,72.4
FL-113,"Santa Rosa County",Florida,68.8,125,1.9,66.9
FL-115,"Sarasota County",Florida,75.2,128,2.9,72.3
FL-117,"Seminole County",Florida,74.1,126,2.9,71.2
FL-119,"Sumter County",Florida,73.2,126,3.1,70.1
FL-121,"Suwannee County",Florida,69.9,125,2.4,67.5
FL-123,"Taylor County",Florida,70.6,127,3,67.6
FL-125,"Union County",Florida,70.9,128,2.9,67.9
FL-127,"Volusia County",Florida,73.4,126,3.1,70.3
FL-129,"Wakulla County",Florida,70.4,127,2.9,67.5
FL-131,"Walton County",Florida,69,127,2.5,66.5
FL-133,"Washington County",Florida,69.4,127,2.5,66.9
GA-001,"Appling County",Georgia,68.7,128,2.9,65.9
GA-003,"Atkinson County",Georgia,68.8,128,2.8,66
GA-005,"Bacon County",Georgia,68.8,128,2.8,66
GA-007,"Baker County",Georgia,69,128,2.9,66.1
GA-009,"Baldwin County",Georgia,66.3,127,3,63.3
GA-011,"Banks County",Georgia,62.8,127,2.5,60.3
GA-013,"Barrow County",Georgia,63.1,127,2.6,60.5
GA-015,"Bartow County",Georgia,62.3,124,2.1,60.2
GA-017,"Ben Hill County",Georgia,68.5,128,3.4,65.1
GA-019,"Berrien County",Georgia,68.2,128,2.4,65.8
GA-021,"Bibb County",Georgia,66.5,128,3.1,63.4
GA-023,"Bleckley County",Georgia,67.4,128,3,64.4
GA-025,"Brantley County",Georgia,69.4,126,3.3,66.1
GA-027,"Brooks County",Georgia,68.3,125,2.1,66.2
GA-029,"Bryan County",Georgia,69.1,128,3.1,66
GA-031,"Bulloch County",Georgia,68.1,128,3.1,65
GA-033,"Burke County",Georgia,66.8,128,3.4,63.5
GA-035,"Butts County",Georgia,65.3,128,3.5,61.8
GA-037,"Calhoun County",Georgia,68.5,128,2.8,65.6
GA-039,"Camden County",Georgia,70.1,128,3.1,67
GA-043,"Candler County",Georgia,68,128,3,65
GA-045,"Carroll County",Georgia,63.3,128,3.5,59.8
GA-047,"Catoosa County",Georgia,62.4,127,3.1,59.3
GA-049,"Charlton County",Georgia,70,126,3.3,66.8
GA-051,"Chatham County",Georgia,69.4,128,3.3,66.1
GA-053,"Chattahoochee County",Georgia,66.5,127,2.4,64.1
GA-055,"Chattooga County",Georgia,62.2,126,2.3,59.9
GA-057,"Cherokee County",Georgia,61.8,126,2.3,59.5
GA-059,"Clarke County",Georgia,63.6,126,2.6,61
GA-061,"Clay County",Georgia,67.8,128,2.5,65.4
GA-063,"Clayton County",Georgia,64.5,128,3.4,61.1
GA-065,"Clinch County",Georgia,69,125,2.5,66.5
GA-067,"Cobb County",Georgia,63.3,128,3.2,60.1
GA-069,"Coffee County",Georgia,68.7,128,3.1,65.6
GA-071,"Colquitt County",Georgia,67.9,126,2.2,65.7
GA-073,"Columbia County",Georgia,65.9,128,3.1,62.8
GA-075,"Cook County",Georgia,67.9,125,2.1,65.8
GA-077,"Coweta County",Georgia,64.7,128,3.7,61
GA-079,"Crawford County",Georgia,66.2,128,3,63.2
GA-081,"Crisp County",Georgia,68.1,128,3.6,64.5
GA-083,"Dade County",Georgia,61,126,2.4,58.5
GA-085,"Dawson County",Georgia,60.4,126,2.2,58.2
GA-087,"Decatur County",Georgia,69.4,128,2.7,66.6
GA-089,"DeKalb County",Georgia,63.9,128,3.4,60.6
GA-091,"Dodge County",Georgia,68,128,3.1,64.8
GA-093,"Dooly County",Georgia,67.7,128,3.5,64.3
GA-095,"Dougherty County",Georgia,68.8,128,3,65.8
GA-097,"Douglas County",Georgia,63.8,128,3.7,60.1
GA-099,"Early County",Georgia,68.7,128,2.7,66
GA-101,"Echols County",Georgia,68.7,123,2,66.7
GA-103,"Effingham County",Georgia,68.2,128,3.1,65.1
GA-105,"Elbert County",Georgia,63.6,125,2.7,60.9
GA-107,"Emanuel County",Georgia,67.3,128,2.8,64.5
GA-109,"Evans County",Georgia,68.6,128,3,65.7
GA-111,"Fannin County",Georgia,58.2,126,2.2,56
GA-113,"Fayette County",Georgia,64.9,128,3.6,61.2
GA-115,"Floyd County",Georgia,62.5,122,2.1,60.4
GA-117,"Forsyth County",Georgia,61.7,127,2.4,59.3
GA-119,"Franklin County",Georgia,63,127,2.5,60.5
GA-121,"Fulton County",Georgia,63.8,128,3.5,60.3
GA-123,"Gilmer County",Georgia,59,125,2,57
GA-125,"Glascock County",Georgia,65.5,128,2.6,62.8
GA-127,"Glynn County",Georgia,69.9,128,3,67
GA-129,"Gordon County",Georgia,62.2,125,2.2,60
GA-131,"Grady County",Georgia,69.1,128,2.7,66.4
GA-133,"Greene County",Georgia,64.5,128,2.7,61.9
GA-135,"Gwinnett County",Georgia,62.9,128,2.8,60.1
GA-137,"Habersham County",Georgia,60.8,126,2.3,58.4
GA-139,"Hall County",Georgia,62,126,2.4,59.5
GA-141,"Hancock County",Georgia,65.4,127,2.6,62.7
GA-143,"Haralson County",Georgia,62.4,127,3.1,59.3
GA-145,"Harris County",Georgia,65.1,128,2.7,62.5
GA-147,"Hart County",Georgia,63.2,127,2.9,60.4
GA-149,"Heard County",Georgia,64,128,3.2,60.8
GA-151,"Henry County",Georgia,64.8,128,3.3,61.5
GA-153,"Houston County",Georgia,67.2,128,3.1,64.1
GA-155,"Irwin County",Georgia,68.4,128,3.2,65.2
GA-157,"Jackson County",Georgia,63.2,127,2.6,60.6
GA-159,"Jasper County",Georgia,65.5,128,3.8,61.8
GA-161,"Jeff Davis County",Georgia,68.5,128,3,65.5
GA-163,"Jefferson County",Georgia,66,128,2.7,63.3
GA-165,"Jenkins County",Georgia,67.2,128,3.4,63.9
GA-167,"Johnson County",Georgia,66.7,128,2.6,64.1
GA-169,"Jones County",Georgia,66.2,128,3.4,62.8
GA-171,"Lamar County",Georgia,65.4,128,3.4,62
GA-173,"Lanier County",Georgia,68.3,125,2.2,66.1
GA-175,"Laurens County",Georgia,67.6,128,2.9,64.6
GA-177,"Lee County",Georgia,68.3,128,3.1,65.2
GA-179,"Liberty County",Georgia,69.3,128,3,66.3
GA-181,"Lincoln County",Georgia,64.7,126,2.5,62.1
GA-183,"Long County",Georgia,69.3,128,3,66.3
GA-185,"Lowndes County",Georgia,68.2,123,1.9,66.2
GA-187,"Lumpkin County",Georgia,59.6,127,2.3,57.4
GA-189,"McDuffie County",Georgia,65.2,128,2.9,62.3
GA-191,"McIntosh County",Georgia,69.8,128,3,66.8
GA-193,"Macon County",Georgia,67,128,3.1,63.9
GA-195,"Madison County",Georgia,63,125,2.5,60.5
GA-197,"Marion County",Georgia,66.1,128,2.5,63.5
GA-199,"Meriwether County",Georgia,64.8,128,3.2,61.6
GA-201,"Miller County",Georgia,69.1,128,2.7,66.3
