January - December 2022 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 128 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AR-111,"Poinsett County",Arkansas,60.5,77,0.5,60.1
AR-113,"Polk County",Arkansas,60.5,107,1.2,59.3
AR-115,"Pope County",Arkansas,59.8,89,0.7,59.1
AR-117,"Prairie County",Arkansas,62.4,100,0.8,61.6
AR-119,"Pulaski County",Arkansas,61.9,81,0.5,61.4
AR-121,"Randolph County",Arkansas,58.7,81,0.6,58
AR-123,"St. Francis County",Arkansas,61.9,90,0.7,61.3
AR-125,"Saline County",Arkansas,61.9,94,0.7,61.2
AR-127,"Scott County",Arkansas,60.9,99,1.1,59.7
AR-129,"Searcy County",Arkansas,57.5,78,0.5,57
AR-131,"Sebastian County",Arkansas,61.7,108,1.3,60.3
AR-133,"Sevier County",Arkansas,63.3,115,1.6,61.7
AR-135,"Sharp County",Arkansas,57.9,79,0.5,57.4
AR-137,"Stone County",Arkansas,58.5,95,0.8,57.7
AR-139,"Union County",Arkansas,63.9,88,0.6,63.2
AR-141,"Van Buren County",Arkansas,58.8,86,0.6,58.2
AR-143,"Washington County",Arkansas,58.5,101,1.1,57.3
AR-145,"White County",Arkansas,61.2,96,0.9,60.3
AR-147,"Woodruff County",Arkansas,61.4,88,0.6,60.8
AR-149,"Yell County",Arkansas,61.3,91,0.8,60.5
CA-001,"Alameda County",California,60.5,125,2.6,57.9
CA-003,"Alpine County",California,45.7,122,2.4,43.3
CA-005,"Amador County",California,59.9,124,2.7,57.2
CA-007,"Butte County",California,62.1,126,3.3,58.8
CA-009,"Calaveras County",California,60.3,124,2.7,57.6
CA-011,"Colusa County",California,62.9,123,2.5,60.4
CA-013,"Contra Costa County",California,61.7,125,2.9,58.8
CA-015,"Del Norte County",California,52.3,106,1.5,50.8
CA-017,"El Dorado County",California,55.6,123,2.3,53.4
CA-019,"Fresno County",California,57.6,126,3.2,54.4
CA-021,"Glenn County",California,62.1,124,2.8,59.3
CA-023,"Humboldt County",California,54.3,109,1.3,53
CA-025,"Imperial County",California,75.5,124,3.3,72.2
CA-027,"Inyo County",California,62.3,121,2.7,59.6
CA-029,"Kern County",California,63.7,125,3.1,60.5
CA-031,"Kings County",California,65.3,123,2.8,62.5
CA-033,"Lake County",California,58.5,124,2.2,56.3
CA-035,"Lassen County",California,47.9,112,1.8,46.1
CA-037,"Los Angeles County",California,63.7,125,3.9,59.9
CA-039,"Madera County",California,58.3,126,3.2,55.1
CA-041,"Marin County",California,56.8,121,2,54.8
CA-043,"Mariposa County",California,57.2,125,2.7,54.5
CA-045,"Mendocino County",California,56.2,116,1.4,54.8
CA-047,"Merced County",California,63.8,124,2.8,61
CA-049,"Modoc County",California,48.3,123,2.7,45.6
CA-051,"Mono County",California,45.6,119,2.3,43.3
CA-053,"Monterey County",California,60,124,2.8,57.2
CA-055,"Napa County",California,60.7,124,2.5,58.2
CA-057,"Nevada County",California,53.8,123,2,51.7
CA-059,"Orange County",California,66,124,3.7,62.4
CA-061,"Placer County",California,55.2,123,2.2,53
CA-063,"Plumas County",California,48.6,118,1.8,46.8
CA-065,"Riverside County",California,70,122,3.2,66.8
CA-067,"Sacramento County",California,63.7,125,2.6,61.1
CA-069,"San Benito County",California,60.8,126,3.4,57.4
CA-071,"San Bernardino County",California,67.9,119,2.8,65.1
CA-073,"San Diego County",California,64.2,122,3,61.2
CA-075,"San Francisco County",California,57.3,111,1.5,55.8
CA-077,"San Joaquin County",California,63.7,125,3,60.7
CA-079,"San Luis Obispo County",California,61.2,125,3.2,58
CA-081,"San Mateo County",California,57.3,112,1.9,55.4
CA-083,"Santa Barbara County",California,60.1,122,3.4,56.6
CA-085,"Santa Clara County",California,59.8,124,2.9,56.9
CA-087,"Santa Cruz County",California,58.6,123,2.9,55.7
CA-089,"Shasta County",California,57,124,2.6,54.3
CA-091,"Sierra County",California,48.4,120,2,46.4
CA-093,"Siskiyou County",California,50.5,122,2.7,47.8
CA-095,"Solano County",California,62.2,125,2.5,59.7
CA-097,"Sonoma County",California,57.9,115,1.8,56.1
CA-099,"Stanislaus County",California,63,124,2.6,60.4
CA-101,"Sutter County",California,64.2,122,2.4,61.8
CA-103,"Tehama County",California,60.7,125,2.8,57.9
CA-105,"Trinity County",California,54,124,2.4,51.6
CA-107,"Tulare County",California,56.1,125,2.9,53.2
CA-109,"Tuolumne County",California,51.6,119,2,49.6
CA-111,"Ventura County",California,59.8,125,3.8,56
CA-113,"Yolo County",California,63.3,124,2.4,60.9
CA-115,"Yuba County",California,62.5,124,2.7,59.8
CO-001,"Adams County",Colorado,50,103,1.5,48.5
CO-003,"Alamosa County",Colorado,43.9,115,2.1,41.8
CO-005,"Arapahoe County",Colorado,49.6,104,1.4,48.2
CO-007,"Archuleta County",Colorado,44.3,113,1.7,42.6
CO-009,"Baca County",Colorado,54,90,0.9,53.2
CO-011,"Bent County",Colorado,53.5,87,0.8,52.7
CO-013,"Boulder County",Colorado,44.9,100,1.1,43.8
CO-014,"Broomfield County",Colorado,50.9,102,1.3,49.6
CO-015,"Chaffee County",Colorado,38.6,103,1.2,37.4
CO-017,"Cheyenne County",Colorado,51.9,98,1.4,50.5
CO-019,"Clear Creek County",Colorado,37.3,92,0.9,36.4
CO-021,"Conejos County",Colorado,41.1,114,1.8,39.3
CO-023,"Costilla County",Colorado,43,116,2,40.9
CO-025,"Crowley County",Colorado,52,98,1.1,50.8
CO-027,"Custer County",Colorado,41.7,98,1,40.6
CO-029,"Delta County",Colorado,47.3,112,2.3,45
CO-031,"Denver County",Colorado,51.2,106,1.5,49.6
CO-033,"Dolores County",Colorado,44.3,115,2.5,41.8
CO-035,"Douglas County",Colorado,47.3,94,0.9,46.4
CO-037,"Eagle County",Colorado,39.4,92,0.9,38.5
CO-039,"Elbert County",Colorado,48.5,111,1.8,46.7
CO-041,"El Paso County",Colorado,48.5,108,1.5,47
CO-043,"Fremont County",Colorado,45.4,82,0.5,44.9
CO-045,"Garfield County",Colorado,43.6,100,1.5,42.1
CO-047,"Gilpin County",Colorado,39.3,86,0.7,38.6
CO-049,"Grand County",Colorado,36.9,77,0.6,36.3
CO-051,"Gunnison County",Colorado,38.9,109,1.7,37.1
CO-053,"Hinsdale County",Colorado,36.9,118,2.5,34.3
CO-055,"Huerfano County",Colorado,47.3,104,1.3,46
CO-057,"Jackson County",Colorado,36.2,79,0.6,35.6
CO-059,"Jefferson County",Colorado,46.2,87,0.6,45.6
CO-061,"Kiowa County",Colorado,52.5,93,0.8,51.6
CO-063,"Kit Carson County",Colorado,51.7,106,1.7,50
CO-065,"Lake County",Colorado,34.9,100,1.1,33.8
CO-067,"La Plata County",Colorado,46,119,2.5,43.5
CO-069,"Larimer County",Colorado,42.8,108,1.9,40.9
CO-071,"Las Animas County",Colorado,51.6,105,1.3,50.3
CO-073,"Lincoln County",Colorado,50.2,102,1.4,48.8
CO-075,"Logan County",Colorado,50,93,1.1,48.9
CO-077,"Mesa County",Colorado,48.1,113,2.5,45.6
CO-079,"Mineral County",Colorado,37.8,119,2.4,35.3
CO-081,"Moffat County",Colorado,43.7,90,1.3,42.4
CO-083,"Montezuma County",Colorado,49.8,117,2.5,47.3
CO-085,"Montrose County",Colorado,48.4,113,2.8,45.6
CO-087,"Morgan County",Colorado,49.9,104,2,47.9
CO-089,"Otero County",Colorado,53.2,93,0.8,52.4
CO-091,"Ouray County",Colorado,42.4,115,2.7,39.7
CO-093,"Park County",Colorado,38.2,84,0.5,37.7
CO-095,"Phillips County",Colorado,50.7,102,1.7,49
CO-097,"Pitkin County",Colorado,37.9,94,1,36.9
CO-099,"Prowers County",Colorado,53.8,91,0.8,53
CO-101,"Pueblo County",Colorado,52.3,96,1,51.3
CO-103,"Rio Blanco County",Colorado,44.3,98,1.5,42.7
CO-105,"Rio Grande County",Colorado,40.8,118,2.3,38.5
CO-107,"Routt County",Colorado,39.8,98,1.3,38.5
CO-109,"Saguache County",Colorado,39.5,96,1.1,38.5
CO-111,"San Juan County",Colorado,36.1,118,2.7,33.3
CO-113,"San Miguel County",Colorado,45.6,113,2.5,43.1
CO-115,"Sedgwick County",Colorado,50.3,94,1.3,49
CO-117,"Summit County",Colorado,35.6,92,0.9,34.7
CO-119,"Teller County",Colorado,40.2,83,0.5,39.7
CO-121,"Washington County",Colorado,49.8,93,1.1,48.7
CO-123,"Weld County",Colorado,49,99,1.6,47.5
CO-125,"Yuma County",Colorado,51.5,101,1.7,49.8
CT-001,"Fairfield County",Connecticut,52.7,124,3.5,49.3
CT-003,"Hartford County",Connecticut,51.4,120,3,48.4
CT-005,"Litchfield County",Connecticut,48.9,120,2.9,46
CT-007,"Middlesex County",Connecticut,51.8,118,2.9,48.9
CT-009,"New Haven County",Connecticut,51.7,117,2.7,48.9
CT-011,"New London County",Connecticut,51.9,122,3.2,48.7
CT-013,"Tolland County",Connecticut,50.3,119,2.9,47.4
CT-015,"Windham County",Connecticut,50.5,121,2.9,47.6
DE-001,"Kent County",Delaware,56.3,113,2.3,54
DE-003,"New Castle County",Delaware,55.5,113,2.3,53.3
DE-005,"Sussex County",Delaware,57.1,115,2.4,54.7
FL-001,"Alachua County",Florida,70.3,119,1.5,68.7
FL-003,"Baker County",Florida,68.8,114,1.4,67.4
FL-005,"Bay County",Florida,69.2,116,1.8,67.4
FL-007,"Bradford County",Florida,69.7,118,1.5,68.2
FL-009,"Brevard County",Florida,74,124,2.3,71.6
FL-011,"Broward County",Florida,77.2,126,3.1,74
FL-013,"Calhoun County",Florida,68.3,113,1.5,66.8
FL-015,"Charlotte County",Florida,75.3,124,2.5,72.8
FL-017,"Citrus County",Florida,72.2,124,2.4,69.8
FL-019,"Clay County",Florida,70.8,121,2.4,68.4
FL-021,"Collier County",Florida,76.8,127,2.8,73.9
FL-023,"Columbia County",Florida,68.6,106,1.1,67.6
FL-027,"DeSoto County",Florida,74.2,123,2.1,72.1
FL-029,"Dixie County",Florida,70.3,120,2.2,68.1
FL-031,"Duval County",Florida,70.6,122,2.6,68
FL-033,"Escambia County",Florida,68.4,114,1.3,67
FL-035,"Flagler County",Florida,72.6,125,3.2,69.5
FL-037,"Franklin County",Florida,69,108,1.3,67.7
FL-039,"Gadsden County",Florida,68.1,110,1.3,66.7
FL-041,"Gilchrist County",Florida,70,120,1.9,68.1
FL-043,"Glades County",Florida,74.9,121,2.4,72.6
FL-045,"Gulf County",Florida,69,115,1.7,67.3
FL-047,"Hamilton County",Florida,68.3,113,1.2,67.1
FL-049,"Hardee County",Florida,74.1,123,2.5,71.6
FL-051,"Hendry County",Florida,75.7,125,2.5,73.1
FL-053,"Hernando County",Florida,72.9,124,2.9,70
FL-055,"Highlands County",Florida,74.4,123,2.4,71.9
FL-057,"Hillsborough County",Florida,74.5,125,3.2,71.3
FL-059,"Holmes County",Florida,67.4,105,1,66.4
FL-061,"Indian River County",Florida,74.2,123,2.6,71.7
FL-063,"Jackson County",Florida,67.8,103,0.8,67
FL-065,"Jefferson County",Florida,68.8,118,1.8,67
FL-067,"Lafayette County",Florida,69.2,116,1.6,67.6
FL-069,"Lake County",Florida,73.2,124,2.8,70.4
FL-071,"Lee County",Florida,76.7,128,3.3,73.4
FL-073,"Leon County",Florida,68.6,115,1.6,67
FL-075,"Levy County",Florida,71.2,122,2.5,68.7
FL-077,"Liberty County",Florida,68.5,113,1.5,66.9
FL-079,"Madison County",Florida,68.7,119,1.8,66.9
FL-081,"Manatee County",Florida,74,122,2.3,71.7
FL-083,"Marion County",Florida,71.8,122,2.3,69.5
FL-085,"Martin County",Florida,75.8,124,2.9,72.9
FL-086,"Miami-Dade County",Florida,77.5,125,3.2,74.3
FL-087,"Monroe County",Florida,77.9,125,3,74.9
FL-089,"Nassau County",Florida,69.5,119,2.2,67.3
FL-091,"Okaloosa County",Florida,68.3,119,1.7,66.6
FL-093,"Okeechobee County",Florida,74.5,122,2.5,72
FL-095,"Orange County",Florida,74.3,125,3,71.3
FL-097,"Osceola County",Florida,74.7,125,3,71.7
FL-099,"Palm Beach County",Florida,76.3,124,2.9,73.4
FL-101,"Pasco County",Florida,73.5,125,3.1,70.4
FL-103,"Pinellas County",Florida,75,125,3.1,71.9
FL-105,"Polk County",Florida,74.4,124,2.9,71.5
FL-107,"Putnam County",Florida,71.8,123,2.6,69.2
FL-109,"St. Johns County",Florida,72.1,126,3.3,68.8
FL-111,"St. Lucie County",Florida,75,124,2.6,72.4
FL-113,"Santa Rosa County",Florida,68.3,114,1.3,66.9
FL-115,"Sarasota County",Florida,73.9,113,1.6,72.3
FL-117,"Seminole County",Florida,73.8,124,2.7,71.2
FL-119,"Sumter County",Florida,72.6,124,2.5,70.1
FL-121,"Suwannee County",Florida,68.8,112,1.3,67.5
FL-123,"Taylor County",Florida,69.8,120,2.1,67.6
FL-125,"Union County",Florida,69.1,107,1.2,67.9
FL-127,"Volusia County",Florida,73.1,124,2.7,70.3
FL-129,"Wakulla County",Florida,69,114,1.6,67.5
FL-131,"Walton County",Florida,68.2,117,1.7,66.5
FL-133,"Washington County",Florida,68.1,110,1.2,66.9
GA-001,"Appling County",Georgia,67.2,112,1.3,65.9
GA-003,"Atkinson County",Georgia,67.1,108,1.1,66
GA-005,"Bacon County",Georgia,67.2,108,1.2,66
GA-007,"Baker County",Georgia,67.6,117,1.4,66.1
GA-009,"Baldwin County",Georgia,64.9,114,1.6,63.3
GA-011,"Banks County",Georgia,61.8,114,1.5,60.3
GA-013,"Barrow County",Georgia,62.3,116,1.7,60.5
GA-015,"Bartow County",Georgia,61,93,0.8,60.2
GA-017,"Ben Hill County",Georgia,66.6,113,1.5,65.1
GA-019,"Berrien County",Georgia,66.7,106,1,65.8
GA-021,"Bibb County",Georgia,65.1,115,1.7,63.4
GA-023,"Bleckley County",Georgia,65.7,111,1.3,64.4
GA-025,"Brantley County",Georgia,67.8,118,1.7,66.1
GA-027,"Brooks County",Georgia,67.5,110,1.3,66.2
GA-029,"Bryan County",Georgia,67.7,117,1.7,66
GA-031,"Bulloch County",Georgia,67,121,1.9,65
GA-033,"Burke County",Georgia,64.9,111,1.4,63.5
GA-035,"Butts County",Georgia,64,120,2.2,61.8
GA-037,"Calhoun County",Georgia,67,113,1.4,65.6
GA-039,"Camden County",Georgia,69,119,2,67
GA-043,"Candler County",Georgia,66.7,118,1.7,65
GA-045,"Carroll County",Georgia,61.7,112,1.9,59.8
GA-047,"Catoosa County",Georgia,60.7,104,1.4,59.3
GA-049,"Charlton County",Georgia,68.5,118,1.8,66.8
GA-051,"Chatham County",Georgia,67.8,116,1.7,66.1
GA-053,"Chattahoochee County",Georgia,64.6,90,0.6,64.1
GA-055,"Chattooga County",Georgia,60.9,98,0.9,59.9
GA-057,"Cherokee County",Georgia,60.4,98,0.9,59.5
GA-059,"Clarke County",Georgia,62.7,114,1.7,61
GA-061,"Clay County",Georgia,66.3,107,0.9,65.4
GA-063,"Clayton County",Georgia,63.2,118,2.1,61.1
GA-065,"Clinch County",Georgia,67.6,108,1.1,66.5
GA-067,"Cobb County",Georgia,61.7,109,1.5,60.1
GA-069,"Coffee County",Georgia,67,112,1.3,65.6
GA-071,"Colquitt County",Georgia,66.9,111,1.2,65.7
GA-073,"Columbia County",Georgia,64.3,111,1.6,62.8
GA-075,"Cook County",Georgia,66.8,106,1,65.8
GA-077,"Coweta County",Georgia,63.1,118,2.1,61
GA-079,"Crawford County",Georgia,64.7,112,1.5,63.2
GA-081,"Crisp County",Georgia,66.7,119,2.2,64.5
GA-083,"Dade County",Georgia,59.4,94,0.9,58.5
GA-085,"Dawson County",Georgia,59.2,100,0.9,58.2
GA-087,"Decatur County",Georgia,67.8,109,1.2,66.6
GA-089,"DeKalb County",Georgia,62.6,117,2,60.6
GA-091,"Dodge County",Georgia,65.8,102,1,64.8
GA-093,"Dooly County",Georgia,66.3,118,2,64.3
GA-095,"Dougherty County",Georgia,67.6,120,1.8,65.8
GA-097,"Douglas County",Georgia,62.1,113,2,60.1
GA-099,"Early County",Georgia,67.1,107,1,66
GA-101,"Echols County",Georgia,67.8,109,1.1,66.7
GA-103,"Effingham County",Georgia,67.1,120,2,65.1
GA-105,"Elbert County",Georgia,62.8,116,1.9,60.9
GA-107,"Emanuel County",Georgia,65.8,110,1.3,64.5
GA-109,"Evans County",Georgia,67.3,116,1.7,65.7
GA-111,"Fannin County",Georgia,56.7,89,0.7,56
GA-113,"Fayette County",Georgia,63.5,119,2.2,61.2
GA-115,"Floyd County",Georgia,61.4,99,1,60.4
GA-117,"Forsyth County",Georgia,60.5,107,1.2,59.3
GA-119,"Franklin County",Georgia,61.8,110,1.3,60.5
GA-121,"Fulton County",Georgia,62.3,113,2,60.3
GA-123,"Gilmer County",Georgia,57.7,85,0.7,57
GA-125,"Glascock County",Georgia,64.1,108,1.2,62.8
GA-127,"Glynn County",Georgia,68.8,119,1.8,67
GA-129,"Gordon County",Georgia,60.9,97,0.8,60
GA-131,"Grady County",Georgia,67.8,115,1.4,66.4
GA-133,"Greene County",Georgia,63.7,117,1.9,61.9
GA-135,"Gwinnett County",Georgia,61.9,115,1.8,60.1
GA-137,"Habersham County",Georgia,59.8,113,1.3,58.4
GA-139,"Hall County",Georgia,61,114,1.5,59.5
GA-141,"Hancock County",Georgia,64.1,114,1.4,62.7
GA-143,"Haralson County",Georgia,61,112,1.7,59.3
GA-145,"Harris County",Georgia,63.3,98,0.8,62.5
GA-147,"Hart County",Georgia,61.9,110,1.5,60.4
GA-149,"Heard County",Georgia,62.6,113,1.7,60.8
GA-151,"Henry County",Georgia,63.6,118,2.1,61.5
GA-153,"Houston County",Georgia,65.7,114,1.6,64.1
GA-155,"Irwin County",Georgia,66.6,112,1.4,65.2
GA-157,"Jackson County",Georgia,62.2,114,1.7,60.6
GA-159,"Jasper County",Georgia,64.1,120,2.4,61.8
GA-161,"Jeff Davis County",Georgia,66.8,112,1.3,65.5
GA-163,"Jefferson County",Georgia,64.4,105,1.1,63.3
GA-165,"Jenkins County",Georgia,65.6,114,1.8,63.9
GA-167,"Johnson County",Georgia,65.3,107,1.1,64.1
GA-169,"Jones County",Georgia,64.7,118,1.9,62.8
GA-171,"Lamar County",Georgia,63.9,119,1.9,62
GA-173,"Lanier County",Georgia,67,103,0.9,66.1
GA-175,"Laurens County",Georgia,65.7,107,1,64.6
GA-177,"Lee County",Georgia,67.2,119,2,65.2
GA-179,"Liberty County",Georgia,68,117,1.6,66.3
GA-181,"Lincoln County",Georgia,63.6,112,1.5,62.1
GA-183,"Long County",Georgia,67.9,116,1.6,66.3
GA-185,"Lowndes County",Georgia,67.4,107,1.1,66.2
GA-187,"Lumpkin County",Georgia,58.5,108,1.1,57.4
GA-189,"McDuffie County",Georgia,63.8,111,1.5,62.3
GA-191,"McIntosh County",Georgia,68.3,117,1.5,66.8
GA-193,"Macon County",Georgia,65.6,116,1.7,63.9
GA-195,"Madison County",Georgia,62.3,116,1.7,60.5
GA-197,"Marion County",Georgia,64.5,107,1,63.5
GA-199,"Meriwether County",Georgia,63.2,113,1.6,61.6
GA-201,"Miller County",Georgia,67.4,109,1,66.3
